"","S.P.A.","S.R.L.","S.R.L. one-person","S.C.A.R.L.P.A.","S.C.A.R.L.","Consortium","Social cooperative company","S.R.L. simplified","S.A.S.","S.N.C.","Other"
"2014",0.0711777360995985,0.0164112090399767,0.026775575813696,0.0384190096702801,0.0510503421627107,0.0273522061406989,0.175713175713176,0.307846400951045,0.0524596951582434,0.0570161545771302,0.290213523131673
"2015",0.0797064753376811,0.0351148169412608,0.0987582748989326,0.0355495353195535,0.105180560148074,0.0452084973373465,0.187074304544184,0.16351065426329,0.132937425081676,0.0557491289198607,0.149115332564784
"2016",0.126843437626916,0.0557761468741144,0.181327709043982,0.0530214993581702,0.103514904119321,0.0939297176038726,0.273448264273952,0.0661654486411927,0.0954186969407746,0.146341463414634,0.265426710535151
"2017",0.126082131293186,0.0776088388477424,0.252099398524236,0.0390131033095719,0.189524067276038,0.107457562057494,0.356338106338106,0.0804156383650402,0.0569372069921052,0.179125752296484,0.247924080664294
"2018",0.193632507770094,0.19675244764689,0.360050792137394,0.124071574050927,0.194050645175774,0.201692778678192,0.382948557290663,0.155227046231856,0.184635639054939,0.257169659608684,0.204982206405694
